year,state_po,candidate,party,candidatevotes,totalvotes
1996,AR,"Browne, Harry",libertarian,3076,884262
1996,AR,"Phillips, Howard",u.s. taxpayers party,2065,884262
1996,AR,"Forbes, Ralph",america first,932,884262
1996,AR,"Collins, Charles",unaffiliated,823,884262
1996,AR,"Masters, Isabell",looking back party,749,884262
1996,AR,"Moorehead, Monica",workers world,747,884262
1996,AR,"Hagelin, John",natural law,729,884262
1996,AR,"Hollis, Mary Cal",socialist,538,884262
1996,AR,"Dodge, Earl",prohibition,483,884262
1996,CA,"Clinton, Bill",democrat,5119835,10019469
1996,CA,"Dole, Robert",republican,3828381,10019469
1996,CA,"Perot, Ross",reform party,697847,10019469
1996,CA,"Nader, Ralph",green,237016,10019469
1996,CA,"Browne, Harry",libertarian,73600,10019469
1996,CA,"Feinland, Marsha",peace & freedom,25332,10019469
1996,CA,"Phillips, Howard",american independent party,21202,10019469
1996,CA,"Hagelin, John",natural law,15403,10019469
1996,CA,,,853,10019469
1996,CO,"Dole, Robert",republican,691848,1510702
1996,CO,"Clinton, Bill",democrat,671152,1510702
1996,CO,"Perot, Ross",reform party,99629,1510702
1996,CO,"Nader, Ralph",green,25070,1510702
1996,CO,"Browne, Harry",libertarian,12392,1510702
1996,CO,"Phillips, Howard",constitution party,2813,1510702
1996,CO,"Collins, Charles",independent,2809,1510702
1996,CO,"Hagelin, John",natural law,2545,1510702
1996,CO,"Hollis, Mary Cal",socialist,669,1510702
1996,CO,"Moorehead, Monica",workers world,599,1510702
1996,CO,"Templin, Diane",american,557,1510702
1996,CO,"Dodge, Earl",prohibition,375,1510702
1996,CO,"Harris, James",socialist workers,244,1510702
1996,CT,"Clinton, Bill",democrat,735740,1392614
1996,CT,"Dole, Robert",republican,483109,1392614
1996,CT,"Perot, Ross",reform party,139523,1392614
1996,CT,"Nader, Ralph",green,24321,1392614
1996,CT,"Browne, Harry",libertarian,5788,1392614
1996,CT,"Phillips, Howard",concerned citizens,2425,1392614
1996,CT,"Hagelin, John",natural law,1703,1392614
1996,CT,,,5,1392614
1996,DE,"Clinton, Bill",democrat,140355,270810
1996,DE,"Dole, Robert",republican,99062,270810
1996,DE,"Perot, Ross",unaffiliated,28719,270810
1996,DE,"Browne, Harry",libertarian,2052,270810
1996,DE,"Phillips, Howard",u.s. taxpayers party,348,270810
1996,DE,"Hagelin, John",natural law,274,270810
1996,DC,"Clinton, Bill",democrat,158220,185726
1996,DC,"Dole, Robert",republican,17339,185726
1996,DC,"Nader, Ralph",green,4780,185726
1996,DC,"Perot, Ross",reform party,3611,185726
1996,DC,,,648,185726
1996,DC,"Browne, Harry",libertarian,588,185726
1996,DC,"Hagelin, John",natural law,283,185726
1996,DC,"Harris, James",socialist workers,257,185726
1996,FL,"Clinton, Bill",democrat,2546870,5303154
1996,FL,"Dole, Robert",republican,2244536,5303154
1996,FL,"Perot, Ross",reform party,483870,5303154
1996,FL,"Browne, Harry",libertarian,23326,5303154
1996,FL,,,4552,5303154
1996,GA,"Dole, Robert",republican,1080843,2298899
1996,GA,"Clinton, Bill",democrat,1053849,2298899
1996,GA,"Perot, Ross",reform party,146337,2298899
1996,GA,"Browne, Harry",libertarian,17870,2298899
1996,HI,"Clinton, Bill",democrat,205012,360120
1996,HI,"Dole, Robert",republican,113943,360120
1996,HI,"Perot, Ross",reform party,27358,360120
1996,HI,"Nader, Ralph",green,10386,360120
1996,HI,"Browne, Harry",libertarian,2493,360120
1996,HI,"Hagelin, John",natural law,570,360120
1996,HI,"Phillips, Howard",u.s. taxpayers party,358,360120
1996,ID,"Dole, Robert",republican,256595,491711
1996,ID,"Clinton, Bill",democrat,165443,491711
1996,ID,"Perot, Ross",reform party,62518,491711
1996,ID,"Browne, Harry",libertarian,3325,491711
1996,ID,"Phillips, Howard",u.s. taxpayers party,2230,491711
1996,ID,"Hagelin, John",natural law,1600,491711
1996,IL,"Clinton, Bill",democrat,2341744,4311391
1996,IL,"Dole, Robert",republican,1587021,4311391
1996,IL,"Perot, Ross",reform party,346408,4311391
1996,IL,"Browne, Harry",libertarian,22548,4311391
1996,IL,"Phillips, Howard",u.s. taxpayers party,7606,4311391
1996,IL,"Hagelin, John",natural law,4606,4311391
1996,IL,,,1458,4311391
1996,IN,"Dole, Robert",republican,1006693,2135431
1996,IN,"Clinton, Bill",democrat,887424,2135431
1996,IN,"Perot, Ross",reform party,224299,2135431
1996,IN,"Browne, Harry",libertarian,15632,2135431
1996,IN,,,1383,2135431
1996,IA,"Clinton, Bill",democrat,620258,1234075
1996,IA,"Dole, Robert",republican,492644,1234075
1996,IA,"Perot, Ross",reform party,105159,1234075
1996,IA,"Nader, Ralph",green,6550,1234075
1996,IA,"Hagelin, John",natural law,3349,1234075
1996,IA,"Browne, Harry",libertarian,2315,1234075
1996,IA,"Phillips, Howard",u.s. taxpayers party,2229,1234075
1996,IA,Scattering,,1240,1234075
1996,IA,"Harris, James",socialist workers,331,1234075
1996,KS,"Dole, Robert",republican,583245,1074300
1996,KS,"Clinton, Bill",democrat,387659,1074300
1996,KS,"Perot, Ross",reform party,92639,1074300
1996,KS,,independent,5174,1074300
1996,KS,"Browne, Harry",libertarian,4557,1074300
1996,KS,,,1026,1074300
